Observation Number,dist_cod,county,district,gr_span,enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
297,62596,Glenn,Lake Elementary,KK-08,129,5,9.302300453,50.38759995,10,664.9499512,0.07751938,4016.41626,25.79999924,10.63899994,6.201550484,667.5999756,662.2999878
298,69039,San Mateo,San Mateo-Foster City Elementary,KK-08,10619,565.5100098,2.538399935,28.37660027,1150,664.9500122,0.108296447,5374.050293,18.77774048,25.02961922,18.45748138,665.9000244,664
299,69195,Santa Barbara,Goleta Union Elementary,KK-06,4521,236.5800018,3.705199957,31.08279991,494,665.0999756,0.109267861,5427.548828,19.1098156,16.75780106,32.07255173,666.7999878,663.4000244
300,67736,San Bernardino,Helendale Elementary,KK-08,580,29.44000053,11.89659977,30.17239952,114,665.2000122,0.196551725,5179.644531,19.70108604,15.29699993,3.965517044,656.2000122,674.2000122
301,70854,Sonoma,Petaluma City Elementary,KK-06,2569,138,5.486400127,24.74710083,326,665.3499756,0.126897618,5400,18.615942,17.3694458,15.33670712,669.7999878,660.9000244
302,69690,Santa Clara,Sunnyvale Elementary,KK-08,6022,286.7999878,6.394999981,36.0007019,756,665.6500244,0.12553969,5726.146484,20.99721146,22.09600067,27.66522789,663.9000244,667.4000244
303,69179,Santa Barbara,College Elementary,KK-08,670,33.5,0.416099995,13.8696003,47,665.9000244,0.07014925,5003.870117,20,22.84199905,12.53731441,670.2999878,661.5
304,68197,San Diego,La Mesa-Spring Valley,KK-08,14708,700.9400024,13.53009987,45.72340012,1962,665.9500122,0.133396789,4969.51123,20.98325157,18.31987572,12.68017483,664.5,667.4000244
305,66530,Orange,Huntington Beach City Elementary,KK-08,6601,305,1.196799994,15.08860016,706,666,0.106953494,4747.295898,21.6426239,25.03000069,6.908044338,668,664
306,69336,Santa Barbara,Solvang Elementary,KK-08,675,33.70000076,0,31.8519001,87,666.0500488,0.12888889,4543.305176,20.02967262,21.95700073,14.96296215,668.7000122,663.4000244
307,69849,Santa Cruz,Soquel Elementary,KK-08,2458,124.0699997,6.018700123,24.60350037,193,666.0999756,0.078519121,5229.591309,19.81139755,18.79683304,11.26932526,666.9000244,665.2999878
308,62554,Glenn,Capay Joint Union Elementary,KK-08,144,8,4.166699886,44.44440079,14,666.1500244,0.097222224,4507.353027,18,10.63899994,9.722222328,671.9000244,660.4000244
309,70714,Sonoma,Gravenstein Union Elementary,KK-08,573,29.60000038,6.993000031,15.20979977,48,666.1500244,0.083769634,5302.62793,19.35810852,17.50799942,3.315881252,671,661.2999878
310,66381,Nevada,Pleasant Valley Elementary,KK-08,721,35.72999954,1.849400043,18.49410057,82,666.4499512,0.11373093,5545.610352,20.17912102,18.59300041,0.693481266,668.7999878,664.0999756
311,63990,Kings,Pioneer Union Elementary,KK-08,992,46.97000122,3.729799986,22.88310051,160,666.5500488,0.161290318,4615.908691,21.11986351,11.11600018,5.141129017,671.2000122,661.9000244
312,68361,San Diego,Santee Elementary,KK-08,8432,360.5,6.392300129,22.98390007,0,666.5999756,0,5397.689453,23.38973618,14.09766674,4.969165325,663.7000122,669.5
313,64113,Lassen,Johnstonville Elementary,KK-08,244,11,15.57380009,40.16389847,15,666.6500244,0.061475411,5118.373047,22.18181801,12.64000034,6.967213154,672.0999756,661.2000122
314,72553,Ventura,Pleasant Valley Elementary,KK-08,7116,356.8200073,2.598999977,13.27620029,785,666.6500244,0.110314786,5008.070801,19.94282722,20.93642807,7.99606514,667.5,665.7999878
315,72355,Tuolumne,Curtis Creek Elementary,KK-08,830,46.65999985,10.41189957,32.6086998,95,666.6999512,0.114457831,4906.030273,17.78825569,14.18000031,0.481927723,662.0999756,671.2999878
316,70300,Siskiyou,Fort Jones Union Elementary,KK-06,160,10.88000011,13.37580013,53.50320053,38,666.8499756,0.237499997,6870.346191,14.70588207,11.82600021,2.5,666.9000244,666.7999878
317,70805,Sonoma,Mark West Union Elementary,KK-06,1588,83.40000153,6.798500061,20.58099937,220,666.8499756,0.138539046,5301.716309,19.04076767,18.67099953,3.841310024,671.2999878,662.4000244
318,67967,San Diego,Alpine Union Elementary,KK-08,2272,108.75,4.049300194,16.06509972,307,667.1500244,0.135123238,5182.365723,20.89195442,17.33200073,1.32042253,667.7000122,666.5999756
319,70938,Sonoma,Sebastopol Union Elementary,KK-08,1425,71.83000183,5.092599869,19.8302002,65,667.1999512,0.045614034,4999.46875,19.8385067,17.50799942,4.91228056,669.7999878,664.5999756
320,62828,Humboldt,Freshwater Elementary,KK-06,245,12.55000019,8.979599953,13.06120014,30,667.4500122,0.122448981,6732.066406,19.52191162,15.57199955,0,672.2000122,662.7000122
321,63693,Kern,Norris Elementary,KK-08,1349,65.21250153,2.001499891,8.673100471,259,667.4500122,0.191994071,4612.989746,20.68621826,15.56725025,0.222386956,667,667.9000244
322,72132,Tulare,Springville Union Elementary,KK-08,400,22,13.80090046,29.86429977,65,667.5999756,0.162499994,5478.845703,18.18181801,15.75199986,0,669.2000122,666
323,69575,Santa Clara,Moreland Elementary,KK-08,4632,245.1799927,7.037000179,23.6420002,637,668,0.137521595,5666.713867,18.89224243,20.46999931,17.85405922,669.4000244,666.5999756
324,63610,Kern,Maple Elementary,KK-08,224,9,5.35710001,35.26789856,15,668.0999756,0.066964284,4742.51416,24.88888931,9.708999634,4.464285851,660.5,675.7000122
325,63941,Kings,Kings River-Hardwick Union Elementary,KK-08,576,31,3.993099928,28.125,92,668.4000244,0.159722224,4907.392578,18.58064461,11.11600018,9.548611641,665.7999878,671
326,68163,San Diego,Julian Union Elementary,KK-08,451,25,8.647500038,11.7517004,75,668.5999756,0.166297123,5700.402344,18.04000092,16.32099915,3.991130829,672.7000122,664.5
327,68007,San Diego,Cardiff Elementary,KK-06,900,50.75,2.101799965,24.3362999,145,668.6500244,0.161111116,5191.834473,17.73398972,21.96699905,20.66666603,668.7999878,668.5
328,72108,Tulare,Saucelito Elementary,KK-08,118,5.5,8.333299637,51.66669846,10,668.7999878,0.084745765,4451.256836,21.45454597,8.934000015,7.627118587,668.5,669.0999756
329,67975,San Diego,Bonsall Union Elementary,KK-08,1457,73.12999725,5.982299805,42.9640007,0,668.9000244,0,5627.527832,19.92342567,19.99699974,27.45367241,666.2000122,671.5999756
330,66480,Orange,Cypress Elementary,KK-06,4734,232.75,2.607800007,19.37249947,586,668.9500122,0.123785384,4922.939941,20.33942032,18.82723045,10.85762596,665.5,672.4000244
331,64766,Los Angeles,Lowell Joint Elementary,KK-08,3303,146.5,4.662399769,16.95429993,379,669.0999756,0.114744172,4969.380859,22.54607582,18.1186657,5.025733948,666.0999756,672.0999756
332,64832,Los Angeles,Newhall Elementary,KK-06,6055,286.9200134,5.613399982,30.08510017,540,669.3000488,0.089182496,4829.717285,21.10344315,23.66737556,14.23616886,668.9000244,669.7000122
333,65359,Marin,Lagunitas Elementary,KK-08,424,23.29999924,3.537699938,15.3302002,39,669.3000488,0.091981135,6716.692871,18.19742584,22.13899994,0.235849053,680.9000244,657.7000122
334,69385,Santa Clara,Cambrian Elementary,KK-08,2801,139.3000031,5.033899784,23.09889984,615,669.3499756,0.219564438,5205.941895,20.10768127,20.54599953,2.070688963,673.2999878,665.4000244
335,71654,Tehama,Richfield Elementary,KK-08,187,9.760000229,17.55319977,44.68090057,37,669.3499756,0.197860956,4357.826172,19.15983582,9.484999657,8.556149483,664.5999756,674.0999756
336,62794,Humboldt,Fieldbrook Elementary,KK-08,129,6.599999905,13.95349979,27.1317997,17,669.7999878,0.131782949,5195.918945,19.54545403,11.83399963,0,670.0999756,669.5
337,68049,San Diego,Dehesa Elementary,KK-06,188,9,6.382999897,36.70209885,41,669.8499756,0.21808511,6002.071777,20.88888931,18.79899979,4.787234306,673.2000122,666.5
338,69955,Shasta,Cottonwood Union Elementary,KK-08,1212,65.90000153,22.19470024,46.12210083,116,669.9500122,0.09570957,5090.587891,18.39150238,10.55099964,3.960396051,669.2000122,670.7000122
339,63479,Kern,Fruitvale Elementary,KK-08,2596,135.3500061,3.004600048,19.53000069,249,670,0.095916793,5112.390137,19.17990303,15.51900005,1.579352856,669.2000122,670.7999878
340,69708,Santa Clara,Union Elementary,KK-08,4925,253.8959961,3.821099997,12.17479992,753,670.6999512,0.152893394,5287.35498,19.39770699,21.63172722,3.593908548,672.7999878,668.5999756
341,66498,Orange,Fountain Valley Elementary,KK-08,6257,288.6300049,2.163500071,15.51280022,930,671.25,0.148633525,4889.47998,21.67827225,21.09575081,8.726226807,671.2000122,671.2999878
342,61879,El Dorado,Gold Oak Union Elementary,KK-08,868,45,4.723499775,19.00919914,122,671.2999878,0.140552998,5118.130371,19.28888893,15.16699982,0,674.5999756,668
343,61838,El Dorado,Buckeye Union Elementary,KK-08,3787,186.1000061,3.247999907,8.34430027,934,671.5999756,0.246633217,5119.123047,20.34927368,19.11700058,0.264061272,674.9000244,668.2999878
344,75085,Placer,Rocklin Unified,KK-08,6423,306.3800049,2.929899931,14.26599979,855,671.5999756,0.133115366,4792.211426,20.96416092,17.62000084,1.447921515,671.4000244,671.7999878
345,61887,El Dorado,Gold Trail Union Elementary,KK-08,678,34.84000015,2.507400036,15.92920017,47,671.6500244,0.069321536,5450.103516,19.46039009,15.16699982,0.147492617,677.5999756,665.7000122
346,62885,Humboldt,Hydesville Elementary,KK-08,162,8.399999619,16.95910072,33.91809845,23,671.6999512,0.141975313,5210.724609,19.2857151,10.64299965,0,679.7999878,663.5999756
347,64998,Los Angeles,Saugus Union Elementary,KK-06,8529,407.7000122,2.192500114,11.70129967,834,671.75,0.097784027,4715.445801,20.91979408,20.73905563,3.705006361,668.9000244,674.5999756
348,66845,Placer,Loomis Union Elementary,KK-08,1862,89.08999634,2.829699993,21.08919907,231,671.9000244,0.124060154,4632.068359,20.90021324,21.56599998,0.268528461,673.0999756,670.7000122
349,66886,Placer,Placer Hills Union Elementary,KK-08,1452,70.5,2.426000118,10.41419983,183,671.9000244,0.126033053,5028.561523,20.59574509,17.65600014,0,679.5999756,664.2000122
350,70672,Sonoma,Dunham Elementary,KK-06,155,8,0.645200014,12.25809956,32,671.9499512,0.20645161,5695.466797,19.375,17.70899963,4.516129017,672.2999878,671.5999756
351,69021,San Mateo,San Carlos Elementary,KK-08,2536,127.1100006,2.032799959,2.032799959,343,672.0499878,0.135252371,4504.294922,19.95122337,27.81599998,2.444794893,676.0999756,668
352,66399,Nevada,Ready Springs Union Elementary,KK-08,567,30.07999992,4.895100117,29.02099991,103,672.0500488,0.181657851,5156.437012,18.84973335,18.59300041,0,673.9000244,670.2000122
353,65219,Madera,Coarsegold Union Elementary,KK-08,953,52.59999847,7.98759985,33.9211998,135,672.2999878,0.141657919,5433.51416,18.11787033,14.26299953,0,668.0999756,676.5
354,68726,San Luis Obispo,Cayucos Elementary,KK-08,296,15.43000031,5.592100143,25.98679924,42,672.3499756,0.141891897,5254.631836,19.18340874,22.75799942,5.405405521,674.5999756,670.0999756
355,64170,Lassen,Richmond Elementary,KK-08,198,9,2.450999975,12.74510002,24,672.4500122,0.121212125,4593.196777,22,12.64000034,0,672.7000122,672.2000122
356,62109,Fresno,Clay Joint Elementary,KK-08,218,10.10000038,2.242199898,25.1121006,49,672.5500488,0.224770635,4320.678711,21.58415794,11.23799992,6.422018051,669.4000244,675.7000122
357,70995,Sonoma,Waugh Elementary,KK-06,734,36,2.024300098,12.82050037,117,672.6999512,0.159400538,4920.777344,20.38888931,16.95599937,6.539509296,676.0999756,669.2999878
358,70979,Sonoma,Two Rock Union Elementary,KK-06,189,11.60000038,2.07249999,32.12440109,50,673.0499878,0.264550269,6905.869141,16.29310226,17.70899963,14.2857151,679.0999756,667
359,68866,San Mateo,Belmont-Redwood Shores Elementary,KK-08,2528,138.3099976,1.342100024,2.445600033,482,673.25,0.19066456,5729.904297,18.27778244,25.62199974,3.678797483,675,671.5
360,61978,El Dorado,Rescue Union Elementary,KK-08,2987,154.1699982,2.042200089,11.18179989,290,673.2999878,0.097087376,4825.202148,19.37471581,18.72599983,0.502176106,676.0999756,670.5
361,66779,Placer,Alta-Dutch Flat Union Elementary,KK-08,208,11,9.389699936,32.86380005,21,673.5499878,0.100961536,5388.17041,18.90909004,13.44299984,0,680.5,666.5999756
362,68353,San Diego,San Pasqual Union Elementary,KK-08,379,23.10000038,2.902400017,22.16360092,29,673.5499878,0.07651715,5133.827148,16.4069252,15.18000031,22.69129372,670.5,676.5999756
363,61911,El Dorado,Latrobe Elementary,KK-08,145,9.300000191,6.20690012,0,27,673.9000244,0.186206892,5346.15625,15.59139729,19.11700058,0,670.5,677.2999878
364,66407,Nevada,Union Hill Elementary,KK-08,706,37.74000168,2.593699932,23.05480003,103,674.25,0.145892352,4789.309082,18.7069416,13.71199989,0.141643062,676,672.5
365,70961,Sonoma,Twin Hills Union Elementary,KK-08,878,47.90000153,1.375,15.75,105,675.4000244,0.119589977,5329.782227,18.32985306,17.50799942,2.733485222,681,669.7999878
366,62976,Humboldt,Pacific Union Elementary,KK-08,594,33.18000031,12.26889992,25.37820053,75,675.7000122,0.12626262,5371.172852,17.90235138,11.83399963,1.68350172,683,668.4000244
367,71696,Trinity,Douglas City Elementary,KK-08,139,7.349999905,20.86330032,66.90650177,40,676.1500244,0.287769794,5771.383789,18.91156578,13.27299976,0,680.0999756,672.2000122
368,66373,Nevada,Pleasant Ridge Union Elementary,KK-08,2089,102.7799988,2.51850009,14.0369997,318,676.5499878,0.152225941,4993.634766,20.32496643,16.3560009,0.143609375,673.7999878,679.2999878
369,66852,Placer,Newcastle Elementary,KK-08,326,16.28000069,4.294499874,11.04290009,42,676.5999756,0.128834352,4854.038086,20.02456856,18.62599945,0,673.2999878,679.9000244
370,72470,Ventura,Mesa Union Elementary,KK-08,516,21.5,0.968999982,27.71319962,50,676.8499756,0.096899226,4392.679688,24,23.7329998,11.04651165,680.5,673.2000122
371,71787,Trinity,Weaverville Elementary,KK-08,449,25.5,12.72729969,48.48479843,50,676.9499512,0.111358576,5884.432129,17.6078434,12.93400002,0,672.7999878,681.0999756
372,70078,Shasta,North Cow Creek Elementary,KK-08,297,15.35000038,2.356899977,4.040400028,70,677.25,0.235690236,4273.993164,19.34853363,13.90600014,0,679,675.5
373,66340,Nevada,Nevada City Elementary,KK-08,1579,80.23999786,5.555600166,21.78030014,165,677.9500122,0.104496516,5146.78418,19.67846489,15.42800045,0.063331224,678.5,677.4000244
374,62893,Humboldt,Jacoby Creek Elementary,KK-08,383,20.45000076,6.005199909,10.18280029,49,678.0500488,0.127937332,5351.522949,18.72860527,15.38099957,0,682.9000244,673.2000122
375,70698,Sonoma,Fort Ross Elementary,KK-08,81,5.099999905,3.614500046,0,14,678.4000244,0.172839507,7667.571777,15.88235283,22.52899933,0,685.2999878,671.5
376,68080,San Diego,Encinitas Union Elementary,KK-06,5259,262.230011,2.395900011,19.09110069,701,678.7999878,0.133295298,5281.708984,20.05491257,23.80609894,15.05989742,679,678.5999756
377,65318,Marin,Dixie Elementary,KK-08,1960,108.9599991,1.941699982,3.730200052,223,679.4000244,0.113775507,5368.50293,17.98825264,24.60300064,1.479591846,684.0999756,674.7000122
378,69492,Santa Clara,Lakeside Joint Elementary,KK-06,151,8.899999619,2.648999929,8.60929966,31,679.5,0.205298007,6429.257324,16.96629333,36.17399979,2.649006605,676.7999878,682.2000122
379,64600,Los Angeles,Hermosa Beach City Elementary,KK-08,946,49.16999817,2.17840004,6.535299778,310,679.6500244,0.327695549,5387.458984,19.23937416,33.45500183,1.47991538,683.0999756,676.2000122
380,70896,Sonoma,Rincon Valley Union Elementary,KK-06,2707,141.0200043,5.1395998,19.23080063,300,679.75,0.110823788,5235.774902,19.195858,20.4802227,4.469892979,678.7000122,680.7999878
381,66233,Monterey,Washington Union Elementary,KK-08,919,46.88999939,1.049299955,0,141,679.8000488,0.153427646,4829.896484,19.59906197,20.13400078,0.326441795,680.2000122,679.4000244
382,70623,Sonoma,Bennett Valley Union Elementary,KK-06,945,46,4.239900112,10.65149975,216,680.0500488,0.22857143,5088.708008,20.54347801,19.3465004,2.539682627,685.7000122,674.4000244
383,69500,Santa Clara,Loma Prieta Joint Union Elemen,KK-08,738,39.70199966,0,0.67750001,220,680.4500122,0.298102975,5390.118164,18.58848381,36.17399979,0.54200542,684.2000122,676.7000122
384,70789,Sonoma,Kenwood Elementary,KK-06,164,10.51000023,2.352900028,12.94120026,35,681.2999878,0.213414639,6588.430664,15.60418606,22.86333466,11.58536625,682.7999878,679.7999878
385,70797,Sonoma,Liberty Elementary,KK-06,167,10.92000008,0.520799994,11.45829964,29,681.2999878,0.173652694,6196.694824,15.29304028,17.70899963,11.37724495,680.7999878,681.7999878
386,71142,Stanislaus,Knights Ferry Elementary,KK-08,125,7.079999924,4,14.39999962,25,681.5999756,0.200000003,4645.413086,17.6553669,14.17700005,0,688.5,674.7000122
387,65334,Marin,Kentfield Elementary,KK-08,1091,62.06000137,0.53670001,0.53670001,113,681.9000244,0.103574701,6489.928711,17.57976151,41.0929985,1.37488544,689.7999878,674
388,69104,Santa Barbara,Ballard Elementary,KK-06,134,6,0.746299982,3.731300116,27,682.1500244,0.201492533,5094.958984,22.33333397,21.95700073,2.238806009,681.7999878,682.5
389,70839,Sonoma,Oak Grove Union Elementary,KK-08,600,32,2.694099903,29.31850052,55,682.4500122,0.091666669,4841.958496,18.75,16.06399918,5.333333492,680,684.9000244
390,75002,Marin,Ross Valley Elementary,KK-08,1803,99.59999847,1.924200058,3.621999979,283,682.5499878,0.156960621,6315.3125,18.10240936,25.73699951,2.773155928,685.5999756,679.5
391,69773,Santa Cruz,Mountain Elementary,KK-06,158,7.800000191,13.75,16.25,15,682.6500244,0.094936706,5399.383301,20.2564106,20.47400093,0,687.2999878,678
392,68882,San Mateo,Burlingame Elementary,KK-08,2392,127.2200012,1.421399951,6.270899773,439,683.3499756,0.183528423,5429.473633,18.80207443,35.81000137,17.72575188,682.4000244,684.2999878
393,70003,Shasta,Grant Elementary,KK-08,526,28.02000046,3.992399931,11.40680027,33,683.4000244,0.062737644,5644.286133,18.77230453,13.56700039,0,684.5,682.2999878
394,69757,Santa Cruz,Happy Valley Elementary,KK-06,141,6.909999847,10.07190037,9.352499962,44,684.3000488,0.31205675,6060.256836,20.40521049,20.0890007,0,680.4000244,688.2000122
395,69732,Santa Cruz,Bonny Doon Union Elementary,KK-06,235,12.60000038,4.660999775,5.932199955,30,684.3499756,0.127659574,5319.553711,18.65079308,18.28300095,0.425531894,688.5,680.2000122
396,61812,Contra Costa,Walnut Creek Elementary,KK-08,3280,158.3999939,2.752300024,7.859300137,406,684.8000488,0.123780489,4819.903809,20.7070713,25.23971558,6.067073345,682.2000122,687.4000244
397,69211,Santa Barbara,Hope Elementary,KK-06,1254,57,1.582299948,12.5,0,684.9500122,0,5208.226074,22,25.06299973,10.12759113,686.2000122,683.7000122
398,65367,Marin,Larkspur Elementary,KK-08,948,53.56000137,1.793200016,1.898699999,155,686.0500488,0.163502112,5859.964844,17.6997757,30.62849998,3.375527382,692.2000122,679.9000244
399,69419,Santa Clara,Cupertino Union Elementary,KK-08,15228,708.8300171,1.715399981,4.690899849,2232,686.6999512,0.146572098,4962.736816,21.48328972,27.47521591,8.648542404,683.0999756,690.2999878
400,69781,Santa Cruz,Pacific Elementary,KK-06,81,4.849999905,13.25300026,20.48189926,21,687.5499878,0.259259254,7614.379395,16.70103073,30.84000015,12.34567928,693.7999878,681.2999878
401,69526,Santa Clara,Los Gatos Union Elementary,KK-08,2768,141.3999939,0.448100001,2.792099953,540,689.0999756,0.195086703,5566.467773,19.57567215,34.15950012,1.589595318,691.5999756,686.5999756
402,69252,Santa Barbara,Montecito Union Elementary,KK-06,535,31,0.079999998,0.720000029,84,691.0499878,0.157009348,7039.949219,17.25806427,43.22999954,1.495327115,693.5,688.5999756
403,68387,San Diego,Solana Beach Elementary,KK-06,2542,146.3000031,0.826099992,9.677399635,404,691.3499756,0.158929974,6604.063965,17.37525558,27.94775009,10.38552284,687.7000122,695
404,68965,San Mateo,Menlo Park City Elementary,KK-08,1940,111.8199997,0.412400007,3.917500019,265,691.9000244,0.136597931,6180.148926,17.34931183,49.93899918,6.134020329,693.7000122,690.0999756
405,65425,Marin,Reed Union Elementary,KK-08,1059,65.12000275,0.849900007,1.416399956,272,693.9500122,0.25684607,6460.657227,16.26228523,55.32799911,2.266288996,695.9000244,692
406,65391,Marin,Mill Valley Elementary,KK-08,2340,132.1999969,1.581200004,2.435899973,403,694.25,0.172222227,6415.35498,17.70045471,35.48099899,2.47863245,693.5999756,694.9000244
407,61713,Contra Costa,Lafayette Elementary,KK-08,3469,172.3399963,0,0.1734,496,694.8000488,0.14298068,5230.876953,20.1288147,34.30099869,0.893629253,697.9000244,691.7000122
408,68056,San Diego,Del Mar Union Elementary,KK-06,2106,115.3000031,1.709400058,2.611599922,300,695.1999512,0.142450139,5838.171875,18.26539421,38.62857056,2.421652317,695.0999756,695.2999878
409,69088,San Mateo,Woodside Elementary,KK-08,478,32.86999893,0,0,112,695.2999878,0.234309629,7711.506836,14.54213619,35.34199905,3.765690327,701.2999878,689.2999878
410,61747,Contra Costa,Moraga Elementary,KK-08,1885,98.41999817,0.0506,0.303299993,241,696.5500488,0.127851456,5592.765137,19.15261078,31.05200005,1.962864757,697.4000244,695.7000122
411,61770,Contra Costa,Orinda Union Elementary,KK-08,2422,139.4700012,0,0.123899996,466,698.1999512,0.192402974,5933.154297,17.36574173,40.26399994,0.578034639,699.0999756,697.2999878
412,68908,San Mateo,Hillsborough City Elementary,KK-08,1318,87.05999756,0.151700005,0,412,698.25,0.312594831,7593.405762,15.13898468,35.81000137,2.807283878,695.4000244,701.0999756
413,69161,Santa Barbara,Cold Spring Elementary,KK-06,220,12.32999992,0.45449999,0,22,698.4499512,0.100000001,6500.449707,17.8426609,43.22999954,1.363636374,693.2999878,703.5999756
414,68981,San Mateo,Portola Valley Elementary,KK-08,687,44.59000015,0.304899991,0,209,699.0999756,0.304221243,7217.263184,15.40704155,50.67699814,1.164483309,698.2999878,699.9000244
415,69682,Santa Clara,Saratoga Union Elementary,KK-08,2341,124.0899963,0.170900002,0.59799999,286,700.3000488,0.122170016,5392.638672,18.86533928,40.40200043,2.050405741,698.9000244,701.7000122
416,68957,San Mateo,Las Lomitas Elementary,KK-08,984,59.72999954,0.101599999,3.556900024,195,704.3000488,0.198170736,7290.338867,16.47413445,28.71699905,5.995934963,700.9000244,707.7000122
417,69518,Santa Clara,Los Altos Elementary,KK-08,3724,208.4799957,1.074100018,1.503800035,721,706.75,0.193609029,5741.462891,17.86262512,41.73410797,4.726100922,704,709.5
418,72611,Ventura,Somis Union Elementary,KK-08,441,20.14999962,3.563499928,37.19380188,45,645,0.10204082,4402.831543,21.88585663,23.7329998,24.26303864,648.2999878,641.7000122
419,72744,Yuba,Plumas Elementary,KK-08,101,5,11.88119984,59.40589905,14,672.2000122,0.138613865,4776.336426,20.20000076,9.951999664,2.970297098,667.9000244,676.5
420,72751,Yuba,Wheatland Elementary,KK-08,1778,93.40000153,6.923500061,47.57120132,313,655.75,0.1760405,5993.392578,19.03640175,12.50199986,5.005624294,660.5,651
